Index,Filename,Exposure,Comment,Timestamp
86,0006_20160726_191221_337,0.7,,2024/10/29 14:46
87,0006_20160727_173422_983,-0.7,,2024/10/29 14:47
88,0006_20160727_173428_814,-0.5,,2024/10/29 14:47
89,0006_20160727_184057_858,0.5,,2024/10/29 14:48
90,0006_20160727_184059_286,0.6,,2024/10/29 14:49
91,0006_20160727_185111_346,0.3,,2024/10/29 14:49
92,0006_20160727_185843_856,0.8,,2024/10/29 14:49
93,0006_20160727_185921_651,0.7,,2024/10/29 14:50
94,0006_20160727_190034_034,0.6,,2024/10/29 14:50
95,0006_20160727_190705_334,0.6,,2024/10/29 14:51
96,0006_20160727_191043_245,0.6,,2024/10/29 14:51
97,0006_20160727_191116_593,0.3,,2024/10/29 14:52
98,0006_20160727_191129_186,0.3,,2024/10/29 14:53
99,0006_20160727_191138_484,0.6,,2024/10/29 14:53
100,0006_20160727_191314_404,0.8,,2024/10/29 17:53
101,0006_20160727_191809_182,-0.4,,2024/10/29 17:54
102,0006_20160727_193526_527,-0.3,,2024/10/29 17:54
103,0006_20160727_194833_362,-0.7,,2024/10/29 17:55
104,0006_20160727_200154_366,0.4,,2024/10/29 17:56
105,0006_20160728_123245_457,0.6,,2024/10/29 17:56
106,0006_20160728_123257_859,0.6,,2024/10/29 17:57
107,0006_20160728_123319_433,0.7,,2024/10/29 17:57
108,0006_20160728_123358_131,0.4,,2024/10/29 17:58
109,0006_20160728_123409_197,0.7,,2024/10/29 17:58
110,0006_20160728_123438_589,0.8,,2024/10/29 17:58
111,0006_20160728_123512_206,0.8,,2024/10/29 17:59
112,0006_20160728_123620_582,0.6,,2024/10/29 17:59
113,0006_20160730_161413_074,0.2,,2024/10/29 17:59
114,0006_20160730_162019_373,-0.5,,2024/10/29 18:01
115,0006_20160730_190529_389,-0.8,,2024/10/29 18:02
116,0006_20160731_144027_120,-0.1,,2024/10/29 18:02
117,0006_20160731_144029_312,-0.2,,2024/10/29 18:03
118,0006_20160731_154041_721,-0.8,,2024/10/29 18:04
119,0006_20160731_155622_094,-0.4,,2024/10/29 18:04
120,0006_20160731_160133_630,-0.6,,2024/10/29 18:04
121,0009_20160701_150232_421,0.6,,2024/10/29 18:05
122,0009_20160702_084006_664,-0.6,,2024/10/29 18:06
123,0009_20160702_084324_690,0.8,,2024/10/29 18:06
124,0009_20160702_085725_169,-1.2,,2024/10/29 18:07
125,0009_20160702_102237_632,0.4,,2024/10/29 18:08
126,0009_20160702_110300_126,0.4,,2024/10/29 18:08
127,0009_20160702_110811_693,0.1,,2024/10/29 18:09
128,0009_20160702_111002_526,0.4,,2024/10/29 18:09
129,0009_20160702_111027_453,0.5,,2024/10/29 18:09
130,0009_20160702_112904_038,0.1,,2024/10/29 18:10
131,0009_20160702_113237_877,0.4,,2024/10/29 18:10
132,0009_20160702_113904_149,0.3,,2024/10/29 18:11
133,0009_20160702_114028_760,0.5,,2024/10/29 18:11
134,0009_20160702_114310_182,0.2,,2024/10/29 18:11
135,0009_20160702_114557_029,0.8,,2024/10/29 18:12
136,0009_20160702_115150_426,0.4,,2024/10/29 18:12
137,0009_20160702_115628_380,0.6,,2024/10/29 18:12
138,0009_20160702_122411_082,0.6,,2024/10/29 18:14
139,0009_20160702_122858_612,0.2,,2024/10/29 18:15
140,0009_20160702_124608_434,0.3,,2024/10/29 18:15
141,0009_20160702_131009_889,0.5,,2024/10/29 18:16
142,0009_20160702_154921_383,0.6,,2024/10/29 18:16
143,0009_20160702_164047_896,0.2,,2024/10/29 18:16
144,0009_20160702_164851_020,-0.2,,2024/10/29 18:17
145,0009_20160702_165400_591,-0.2,,2024/10/29 18:17
146,0009_20160702_183724_644,-1.2,,2024/10/29 18:18
147,0009_20160702_183851_839,-0.8,,2024/10/29 18:19
148,0009_20160702_184507_653,-1,,2024/10/29 18:19
149,0009_20160702_185755_393,-1.8,,2024/10/29 18:20
150,0009_20160703_151517_982,0.6,,2024/10/29 18:20
151,0009_20160703_151640_023,0.6,,2024/10/29 18:20
152,0009_20160703_152052_525,0.5,,2024/10/29 18:21
153,0009_20160703_155713_789,0.1,,2024/10/29 18:21
154,0009_20160703_160626_325,0.6,,2024/10/29 18:21
155,0009_20160703_160723_259,0.8,,2024/10/29 18:21
156,0009_20160703_162233_361,0.4,,2024/10/29 18:22
157,0009_20160703_170423_902,0.2,,2024/10/29 18:22
158,0009_20160703_170758_133,0.4,,2024/10/29 18:22
159,0009_20160703_180351_837,0.1,,2024/10/29 18:23
160,0009_20160703_185955_263,0.5,,2024/10/29 18:23
161,0009_20160709_211245_216,-0.6,,2024/10/29 18:23
162,0009_20160709_211347_844,0.2,,2024/10/29 18:24
163,0009_20160709_213606_950,-1,,2024/10/29 18:24
164,0009_20160709_223948_484,0.2,,2024/10/29 18:24
165,0009_20160709_235737_121,0.1,,2024/10/29 18:25
166,0009_20160710_000631_471,0.3,,2024/10/29 18:26
167,0009_20160710_001724_568,-1.8,,2024/10/29 18:27
168,0009_20160710_004036_294,0.7,,2024/10/29 18:27
169,0009_20160710_004152_067,0.4,,2024/10/29 18:27
170,0009_20160710_004513_925,0.6,,2024/10/29 18:27
171,0009_20160710_004937_202,0.6,,2024/10/29 18:28
172,0009_20160710_010252_423,0.2,,2024/10/29 18:28
173,0009_20160710_010417_763,0.2,,2024/10/29 18:28
174,0009_20160710_012057_143,0.5,,2024/10/29 18:29
175,0009_20160710_012122_219,0.6,,2024/10/29 18:29
176,0009_20160710_012512_616,0.9,,2024/10/29 18:29
177,0009_20160710_012547_321,0.9,,2024/10/29 18:30
178,0009_20160710_015051_402,-0.6,,2024/10/29 18:36
179,0009_20160710_021612_955,0.2,,2024/10/29 18:36
180,0009_20160710_122940_904,-1.5,,2024/10/29 18:37
181,0009_20160710_124113_370,0.4,,2024/10/29 18:37
182,0009_20160710_125419_942,0.3,,2024/10/29 18:38
183,0009_20160712_110206_853,0.4,,2024/10/29 18:38
184,0009_20160712_110358_218,0.4,,2024/10/29 18:38
185,0009_20160712_110617_443,0.6,,2024/10/29 18:39
186,0009_20160712_111707_648,0.3,,2024/10/29 18:39
187,0009_20160712_111830_031,0.6,,2024/10/29 18:39
188,0009_20160712_112308_570,0.2,,2024/10/29 18:39
189,0009_20160712_114501_371,0.6,,2024/10/29 18:40
190,0009_20160712_114644_247,0.6,,2024/10/29 18:40
191,0009_20160713_231009_726,0.2,,2024/10/29 18:40
192,0030_20151001_162016_615,0.2,,2024/10/29 18:41
193,0030_20151002_150417_927,-0.2,,2024/10/29 18:42
194,0030_20151006_135654_478,0.2,,2024/10/29 18:42
195,0030_20151006_135703_479,0.3,,2024/10/29 18:42
196,0030_20151006_135715_927,-0.2,,2024/10/29 18:43
197,0030_20151007_174017_004,0.4,,2024/10/29 18:43
198,0030_20151007_174135_741,0.5,,2024/10/29 18:43
199,0030_20151007_174253_196,0.6,,2024/10/29 18:44
200,0030_20151007_174301_672,0.3,,2024/10/29 18:44
201,0030_20151007_174414_252,0.3,,2024/10/29 18:44
202,0030_20151007_174433_246,0.3,,2024/10/29 18:44
203,0030_20151007_174505_556,0.4,,2024/10/29 18:45
204,0030_20151007_174627_923,0.2,,2024/10/29 18:48
205,0030_20151007_174654_427,0.2,,2024/10/29 18:48
206,0030_20151007_175050_167,0.4,,2024/10/29 18:48
207,0030_20151007_193937_624,0.1,,2024/10/29 18:49
208,0030_20151007_194010_811,-0.1,,2024/10/29 18:49
209,0030_20151007_194149_180,-0.5,,2024/10/29 18:50
210,0030_20151007_201116_085,0.2,,2024/10/29 18:50
211,0030_20151008_090001_561,-0.4,,2024/10/29 18:52
212,0030_20151008_090027_456,-0.4,,2024/10/29 18:52
213,0030_20151008_090054_301,-0.2,,2024/10/29 18:52
214,0030_20151008_090103_320,0.6,,2024/10/29 18:53
215,0030_20151008_090329_300,-0.3,,2024/10/29 18:53
216,0030_20151008_091558_025,0.4,,2024/10/29 18:54
217,0030_20151008_091626_890,-0.4,,2024/10/29 18:54
218,0030_20151008_091635_809,0.3,,2024/10/29 18:54
219,0030_20151008_105236_560,0.2,,2024/10/29 18:55
220,0030_20151008_105249_589,0.6,,2024/10/29 18:55
221,0030_20151009_172916_484,-0.5,,2024/10/29 18:56
222,0030_20151009_172958_402,-0.6,,2024/10/29 18:56
223,0030_20151009_173835_414,0.2,,2024/10/29 18:56
224,0030_20151021_185533_714,0.4,,2024/10/29 18:56
225,0030_20151021_185541_682,0.2,,2024/10/29 18:57
226,0030_20151024_221936_582,0.1,,2024/10/29 18:57
227,0030_20151024_233532_183,-0.8,,2024/10/29 18:58
228,0030_20151026_074104_500,0.2,,2024/10/29 18:58
229,0030_20151111_114535_148,0.3,,2024/10/29 18:58
230,0030_20151111_114544_073,-0.1,,2024/10/29 18:59
231,0030_20151111_114556_492,-0.3,,2024/10/29 18:59
232,0030_20151111_121746_877,-0.3,,2024/10/29 19:00
233,0030_20151119_143111_229,-0.6,,2024/10/29 19:00
234,0030_20151121_133848_784,-0.9,,2024/10/29 19:01
235,0030_20151121_161242_822,0.2,,2024/10/29 19:01
236,0030_20151121_161540_619,0.1,,2024/10/29 19:02
237,0030_20151121_161556_439,0.5,,2024/10/29 19:02
238,0030_20151121_161654_367,0.2,,2024/10/29 19:02
239,0030_20151121_161734_457,0.2,,2024/10/29 19:03
240,0030_20151211_204115_337,-0.2,,2024/10/29 19:03
241,0030_20151212_120927_758,0.2,,2024/10/29 19:03
242,0030_20151212_163441_296,-1.5,,2024/10/29 19:04
243,0030_20151213_150700_059,-2,,2024/10/29 19:05
244,0030_20151213_150722_920,-2.2,,2024/10/29 19:05
245,0030_20151213_163452_377,-1.8,,2024/10/29 19:06
246,0030_20151213_183033_653,-1.4,,2024/10/29 19:06
247,0030_20151213_183213_991,-0.8,,2024/10/29 19:07
248,0030_20151213_220716_080,-2.5,,2024/10/29 19:07
249,0030_20151214_101221_477,0.2,,2024/10/29 19:08
250,0030_20151215_114255_355,-0.2,,2024/10/29 19:08
251,0030_20151216_124323_050,-0.2,,2024/10/29 19:08
252,0030_20151217_151026_587,-0.6,,2024/10/29 19:09
253,0030_20151217_213115_374,-0.6,,2024/10/29 19:09
254,0030_20151217_213122_902,-0.6,,2024/10/29 19:10
255,0030_20151217_214652_729,-1.3,,2024/10/29 19:10
256,0030_20151217_214658_268,-1.3,,2024/10/29 19:11
257,0030_20151217_214755_994,-1.2,,2024/10/29 19:11
258,0030_20151217_214804_849,-1.2,,2024/10/29 19:11
259,0030_20151217_215052_346,-2.5,,2024/10/29 19:12
260,0030_20151217_215058_444,-2.6,,2024/10/29 19:14
261,0030_20151217_215410_377,-2.2,,2024/10/29 19:14
262,0030_20151217_215415_501,-2.2,,2024/10/29 19:14
263,0030_20151217_215525_712,-1.8,,2024/10/29 19:15
264,0030_20151217_215530_321,-2,,2024/10/29 19:16
265,0030_20151217_215717_243,-1.7,,2024/10/29 19:16
266,0030_20151217_215721_930,-1.8,,2024/10/29 19:17
267,0030_20151217_215906_061,-2.2,,2024/10/29 19:17
268,0030_20151217_215916_048,-2,,2024/10/29 19:18
269,0030_20151217_221419_434,-1.8,,2024/10/29 19:18
270,0030_20151217_221424_923,-1.7,,2024/10/29 19:18
271,0030_20151217_221631_804,-1.9,,2024/10/29 19:19
272,0030_20151217_221638_353,-1.8,,2024/10/29 19:19
273,0030_20151217_221900_813,-1.2,,2024/10/29 19:20
274,0030_20151217_221906_311,-1,,2024/10/29 19:20
275,0030_20151217_222326_176,-1.6,,2024/10/29 19:20
276,0030_20151217_222336_172,-1.4,,2024/10/29 19:21
277,0030_20151217_222510_904,-2,,2024/10/29 19:21
278,0030_20160606_171317_604,0.5,,2024/10/29 19:21
279,0030_20160606_171448_880,0.6,,2024/10/29 19:22
280,0030_20160606_172053_434,0.4,,2024/10/29 19:22
281,0030_20160606_172902_640,0.2,,2024/10/29 19:23
282,0030_20160606_173236_219,0.2,,2024/10/29 19:23
283,0030_20160606_173733_056,-0.6,,2024/10/29 19:24
284,0030_20160606_182310_470,-0.3,,2024/10/29 19:24
285,0030_20160606_182515_134,0.4,,2024/10/29 19:24
286,0030_20160606_193349_234,0.2,,2024/10/29 19:24
287,0030_20160606_203229_402,0.4,,2024/10/29 19:24
288,0030_20160606_203631_099,0.3,,2024/10/29 19:24
289,0030_20160606_203857_081,0.2,,2024/10/29 19:25
290,0030_20160606_204529_236,-0.2,,2024/10/29 19:25
291,0030_20160606_204741_795,-0.3,,2024/10/29 19:25
292,0030_20160606_205624_378,-0.6,,2024/10/29 19:25
293,0030_20160606_210202_623,-0.8,,2024/10/29 19:25
294,0030_20160606_211232_890,-0.6,,2024/10/29 19:26
295,0032_20160623_153333_372,0.6,,2024/10/29 19:26
296,0032_20160626_172609_459,0.3,,2024/10/29 19:26
297,0032_20160705_172236_686,0.4,,2024/10/29 19:26
298,0032_20160918_074038_861,-0.1,,2024/10/29 19:27
299,0032_20160918_081813_873,0.2,,2024/10/29 19:27
300,0032_20160918_081824_065,0.6,,2024/10/30 18:15
301,0032_20160918_102808_766,0.4,,2024/10/30 18:15
302,0032_20160918_102841_914,0.4,,2024/10/30 18:16
303,0032_20160919_060931_735,0.4,,2024/10/30 18:16
304,0032_20160919_060956_883,0.4,,2024/10/30 18:16
305,0032_20160919_061013_881,0.5,,2024/10/30 18:17
306,0032_20160919_091402_490,0.4,,2024/10/30 18:17
307,0032_20160919_095847_933,0.5,,2024/10/30 18:17
308,0032_20160921_125350_046,-0.8,,2024/10/30 18:18
309,0037_20160714_211829_112,-1.2,,2024/10/30 18:18
310,0037_20160714_212039_893,-1.2,,2024/10/30 18:19
311,0037_20160716_095305_361,-1.4,,2024/10/30 18:19
312,0037_20160716_100644_199,-0.4,,2024/10/30 18:20
313,0037_20160716_100814_348,0.4,,2024/10/30 18:20
314,0037_20160716_105809_677,-1,,2024/10/30 18:20
315,0037_20160716_105939_165,-1,,2024/10/30 18:21
316,0037_20160716_115039_415,0.4,,2024/10/30 18:21
317,0037_20160716_115207_833,0.2,,2024/10/30 18:21
318,0037_20160716_115431_733,-0.4,,2024/10/30 18:21
319,0037_20160716_130708_608,-0.8,,2024/10/30 18:22
320,0037_20160716_131039_204,-0.8,,2024/10/30 18:22
321,0037_20160716_131205_790,-1,,2024/10/30 18:22
322,0037_20160716_131216_521,-0.8,,2024/10/30 18:23
323,0037_20160716_131427_973,-1,,2024/10/30 18:23
324,0037_20160716_132131_114,0.4,,2024/10/30 18:23
325,0037_20160716_133141_205,-2.6,,2024/10/30 18:24
326,0037_20160716_133442_016,-2.6,,2024/10/30 18:24
327,0037_20160716_140522_505,0.6,,2024/10/30 18:25
328,0037_20160716_140647_567,0.6,,2024/10/30 18:25
329,0037_20160716_142140_510,-1.2,,2024/10/30 18:25
330,0037_20160716_143743_050,0.4,,2024/10/30 18:25
331,0037_20160716_143913_567,0.4,,2024/10/30 18:26
332,0037_20160716_151311_344,-2.8,,2024/10/30 18:26
333,0037_20160716_152152_109,-1.2,,2024/10/30 18:27
334,0037_20160716_202452_334,-0.8,,2024/10/30 18:27
335,0037_20160716_205723_768,-0.8,,2024/10/30 18:27
336,0037_20160716_220244_302,-1.6,,2024/10/30 18:28
337,0037_20160716_220516_558,-2.6,,2024/10/30 18:29
338,0037_20160716_220719_999,-1.6,,2024/10/30 18:29
339,0037_20160716_221351_802,0.2,,2024/10/30 18:29
340,0037_20160717_131344_382,0.6,,2024/10/30 18:30
341,0037_20160717_131556_105,-0.6,,2024/10/30 18:30
342,0037_20160717_132116_222,-3.8,,2024/10/30 18:31
343,0037_20160717_141229_079,0.4,,2024/10/30 18:31
344,0037_20160717_142030_445,-0.4,,2024/10/30 18:31
345,0037_20160717_143741_296,-1.2,,2024/10/30 18:32
346,0037_20160717_145425_516,-0.8,,2024/10/30 18:32
347,0037_20160717_152435_886,0.8,,2024/10/30 18:32
348,0037_20160717_173452_135,-1,,2024/10/30 18:33
349,0037_20160717_174150_381,0.1,,2024/10/30 18:33
350,0037_20160717_180304_398,-1.2,,2024/10/30 18:34
351,0037_20160717_191735_447,0.4,,2024/10/30 18:34
352,0037_20160719_122145_438,-0.4,,2024/10/30 18:35
353,0037_20160719_122328_612,0.6,,2024/10/30 18:35
354,0037_20160719_122512_780,0.2,,2024/10/30 18:36
355,0037_20160719_122632_748,0.6,,2024/10/30 18:36
356,0037_20160719_123040_263,-2,,2024/10/30 18:37
357,0037_20160719_124159_756,-0.6,,2024/10/30 18:37
358,0037_20160719_125227_729,0.6,,2024/10/30 18:37
359,0037_20160719_130322_588,-0.4,,2024/10/30 18:37
360,0037_20160719_130621_945,1,,2024/10/30 18:38
361,0037_20160719_130741_211,-0.4,,2024/10/30 18:38
362,0037_20160719_130847_669,-0.2,,2024/10/30 18:39
363,0037_20160719_131021_316,-3.4,,2024/10/30 18:40
364,0037_20160719_131241_393,0.2,,2024/10/30 18:40
365,0037_20160719_131434_981,-0.4,,2024/10/30 18:41
366,0037_20160719_131730_849,-0.8,,2024/10/30 18:41
367,0037_20160719_132037_014,0.4,,2024/10/30 18:41
368,0037_20160719_150602_585,-0.8,,2024/10/30 18:42
369,0037_20160719_150739_752,-0.4,,2024/10/30 18:42
370,0037_20160719_150917_418,-0.8,,2024/10/30 18:43
371,0037_20160719_151243_564,-1,,2024/10/30 18:43
372,0037_20160719_151748_806,-2.3,,2024/10/30 18:44
373,0037_20160719_152735_706,-1,,2024/10/30 18:44
374,0037_20160719_152929_927,-0.6,,2024/10/30 18:45
375,0037_20160719_153201_267,0.4,,2024/10/30 18:45
376,0037_20160719_153543_120,-0.4,,2024/10/30 18:45
377,0037_20160719_153756_271,0.4,,2024/10/30 18:45
378,0037_20160719_154035_006,-1.2,,2024/10/30 18:46
379,0037_20160719_162557_513,-0.4,,2024/10/30 18:46
380,0037_20161107_135808_870,-0.6,,2024/10/30 18:47
381,0039_20141005_130438_317,-1.2,,2024/10/30 18:47
382,0039_20141005_132626_955,0.4,,2024/10/30 18:47
383,0039_20141005_133430_484,-1.5,,2024/10/30 18:48
384,0039_20141005_133625_630,-1.2,,2024/10/30 18:48
385,0039_20141005_140151_779,0.4,,2024/10/30 18:48
386,0039_20141005_140345_545,-0.8,,2024/10/30 18:49
387,0039_20141005_143527_930,0.4,,2024/10/30 18:49
388,0039_20141005_144507_521,0.2,,2024/10/30 18:50
389,0039_20141005_144713_643,-2,,2024/10/30 18:50
390,0039_20141005_162501_552,-0.8,,2024/10/30 18:51
391,0039_20141005_163731_148,-0.8,,2024/10/30 18:52
392,0039_20141005_164836_511,-1.8,,2024/10/30 18:52
393,0039_20141005_165418_721,-2.4,,2024/10/30 18:53
394,0039_20141005_193418_549,-1.2,,2024/10/30 18:54
395,0039_20141006_101759_294,0.4,,2024/10/30 18:54
396,0039_20141006_102026_258,-0.2,,2024/10/30 18:54
397,0039_20141006_103802_083,0.6,,2024/10/30 18:55
398,0039_20141006_105442_677,-0.4,,2024/10/30 18:55
399,0039_20141006_105528_215,-0.4,,2024/10/30 18:56
400,0039_20141006_105601_560,0.4,,2024/10/30 19:10
401,0039_20141006_105727_140,0.2,,2024/10/30 19:10
402,0039_20141006_110123_146,0.4,,2024/10/30 19:11
403,0039_20141006_110205_172,0.2,,2024/10/30 19:11
404,0039_20141006_110442_472,0.6,,2024/10/30 19:11
405,0039_20141006_113515_617,0.2,,2024/10/30 19:11
406,0039_20141006_113639_062,0.4,,2024/10/30 19:12
407,0039_20141006_113748_822,0.2,,2024/10/30 19:12
408,0039_20141006_122335_035,-1,,2024/10/30 19:12
409,0039_20141006_125139_569,0.2,,2024/10/30 19:12
410,0039_20141006_135354_438,0.2,,2024/10/30 19:13
411,0039_20141006_135436_066,0.2,,2024/10/30 19:13
412,0039_20141006_152029_108,0.2,,2024/10/30 19:13
413,0039_20141006_153408_319,-0.4,,2024/10/30 19:13
414,0039_20141006_153624_837,-0.3,,2024/10/30 19:14
415,0039_20141006_154144_532,-0.4,,2024/10/30 19:14
416,0039_20141006_155258_959,0.2,,2024/10/30 19:14
417,0039_20141006_155340_624,0.2,,2024/10/30 19:14
418,0039_20141006_160827_170,-0.7,,2024/10/30 19:15
419,0039_20141006_162509_038,0.8,,2024/10/30 19:15
420,0039_20141006_162720_568,0.8,,2024/10/30 19:16
421,0039_20141006_163016_653,-0.6,,2024/10/30 19:16
422,0039_20141006_211702_376,-0.6,,2024/10/30 19:16
423,0039_20141006_211752_410,-1.2,,2024/10/30 19:17
424,0039_20141006_213459_384,-0.4,,2024/10/30 19:17
425,0039_20141007_065905_088,-0.2,,2024/10/30 19:18
426,0039_20141007_070031_150,-0.4,,2024/10/30 19:18
427,0039_20141007_070125_629,-0.4,,2024/10/30 19:18
428,0039_20141007_070405_894,-0.6,,2024/10/30 19:18
429,0039_20141007_070726_178,-0.6,,2024/10/30 19:19
430,0039_20141007_070926_595,-0.4,,2024/10/30 19:19
431,0039_20141007_105916_593,0.4,,2024/10/30 19:19
432,0039_20141007_124206_275,-0.6,,2024/10/30 19:20
433,0039_20141007_125208_269,-0.2,,2024/10/30 19:20
434,0039_20141007_130619_273,0.2,,2024/10/30 19:20
435,0039_20141007_133820_494,-0.2,,2024/10/30 19:21
436,0039_20141007_134924_074,-0.2,,2024/10/30 19:21
437,0039_20141007_135645_851,-0.6,,2024/10/30 19:21
438,0039_20141007_140149_062,0.4,,2024/10/30 19:22
439,0039_20141007_151008_105,0.6,,2024/10/30 19:22
440,0039_20141007_153146_322,-0.3,,2024/10/30 19:22
441,0039_20141007_153327_217,-0.2,,2024/10/30 19:23
442,0039_20141007_153504_788,-0.2,,2024/10/30 19:23
443,0039_20141007_153547_251,-0.3,,2024/10/30 19:23
444,0039_20141007_154031_450,0.2,,2024/10/30 19:23
445,0039_20141007_155102_668,-0.3,,2024/10/30 19:24
446,0039_20141007_155149_962,-0.3,,2024/10/30 19:24
447,0039_20141007_160252_163,-0.2,,2024/10/30 19:24
448,0039_20141007_160400_337,-0.5,,2024/10/30 19:25
449,0039_20141007_160643_480,-0.5,,2024/10/30 19:25
450,0039_20141007_160811_840,-0.6,,2024/10/30 19:25
451,0039_20141007_161105_050,-0.5,,2024/10/30 19:25
452,0039_20141007_161229_578,-0.6,,2024/10/30 19:26
453,0039_20141007_161525_233,-0.5,,2024/10/30 19:26
454,0039_20141007_164039_446,0.1,,2024/10/30 19:27
455,0039_20141007_172940_005,0.3,,2024/10/30 19:27
456,0039_20141007_173853_409,0.2,,2024/10/30 19:27
457,0039_20141007_174423_140,-0.6,,2024/10/30 19:28
458,0039_20141007_185846_530,-1.6,,2024/10/30 19:28
459,0039_20141007_191809_800,-0.8,,2024/10/30 19:29
